date,year,month,AverageTemperatureCelsius
1764-03-01,1764,3,1.3950000000000016
1764-03-01,1764,3,1.224999999999999
1764-04-01,1764,4,7.010000000000002
1764-04-01,1764,4,6.192999999999999
1764-05-01,1764,5,14.433
1764-05-01,1764,5,13.775
1764-06-01,1764,6,15.557
1764-06-01,1764,6,14.497000000000002
1764-07-01,1764,7,19.912
1764-07-01,1764,7,18.431
1764-08-01,1764,8,16.689
1764-08-01,1764,8,15.408
1764-09-01,1764,9,12.056999999999997
1764-09-01,1764,9,11.363999999999995
1764-10-01,1764,10,6.820000000000002
1764-10-01,1764,10,6.773999999999998
1764-11-01,1764,11,1.0959999999999996
1764-11-01,1764,11,1.871999999999999
1764-12-01,1764,12,-2.0010000000000003
1764-12-01,1764,12,-1.0849999999999995
1765-01-01,1765,1,-2.3110000000000004
1765-01-01,1765,1,-0.6589999999999997
1765-02-01,1765,2,-4.513999999999999
1765-02-01,1765,2,-3.923
1765-03-01,1765,3,3.2899999999999983
1765-03-01,1765,3,3.826999999999998
1765-04-01,1765,4,8.449
1765-04-01,1765,4,7.623999999999999
1765-05-01,1765,5,11.652
1765-05-01,1765,5,10.335
1765-06-01,1765,6,16.431
1765-06-01,1765,6,15.434
1765-07-01,1765,7,16.934
1765-07-01,1765,7,15.107
1765-08-01,1765,8,18.163
1765-09-01,1765,9,12.329
1765-09-01,1765,9,12.049
1765-10-01,1765,10,7.617
1765-10-01,1765,10,8.131999999999998
1765-11-01,1765,11,2.6699999999999986
1765-11-01,1765,11,3.0049999999999994
1765-12-01,1765,12,-2.880000000000001
1765-12-01,1765,12,-2.015999999999999
1766-01-01,1766,1,-6.915
1766-01-01,1766,1,-5.546
1766-02-01,1766,2,-3.851999999999999
1766-02-01,1766,2,-2.7389999999999994
1766-03-01,1766,3,2.4579999999999997
1766-03-01,1766,3,2.6450000000000014
1766-04-01,1766,4,9.199
1766-04-01,1766,4,8.499999999999998
1766-05-01,1766,5,14.392
1766-05-01,1766,5,13.148000000000003
1766-06-01,1766,6,17.650000000000002
1766-06-01,1766,6,16.271
1766-07-01,1766,7,18.219
1766-07-01,1766,7,16.596999999999998
1766-08-01,1766,8,17.42
1766-08-01,1766,8,16.307000000000002
1766-09-01,1766,9,13.936
1766-09-01,1766,9,13.465
1766-10-01,1766,10,6.795999999999999
1766-10-01,1766,10,6.903000000000002
1766-11-01,1766,11,3.5160000000000005
1766-11-01,1766,11,3.763000000000001
1766-12-01,1766,12,-3.5500000000000003
1766-12-01,1766,12,-2.4409999999999994
1767-01-01,1767,1,-11.095
1767-01-01,1767,1,-10.043
1767-02-01,1767,2,-2.4739999999999998
1767-02-01,1767,2,-0.022
1767-03-01,1767,3,1.9030000000000016
1767-03-01,1767,3,1.9540000000000013
1767-04-01,1767,4,4.874999999999999
1767-04-01,1767,4,4.466000000000001
1767-05-01,1767,5,12.032000000000002
1767-05-01,1767,5,10.635
1767-06-01,1767,6,16.396
1767-06-01,1767,6,14.729
1767-07-01,1767,7,18.017
1767-07-01,1767,7,16.994
1767-08-01,1767,8,18.58
1767-08-01,1767,8,17.096999999999998
1767-09-01,1767,9,14.300000000000002
1767-09-01,1767,9,13.449
1767-10-01,1767,10,7.816999999999999
1767-10-01,1767,10,8.035
1767-11-01,1767,11,5.041
1767-11-01,1767,11,5.540999999999999
1767-12-01,1767,12,-4.276999999999999
1767-12-01,1767,12,-3.676
1768-01-01,1768,1,-9.244999999999996
1768-01-01,1768,1,-8.09
1768-02-01,1768,2,-5.628000000000001
1768-02-01,1768,2,-3.823
1768-03-01,1768,3,-1.441000000000001
1768-03-01,1768,3,-0.1669999999999996
1768-04-01,1768,4,6.99
